"system.index","DNB_BRDF_Corrected_NTL","DNB_Lunar_Irradiance","Gap_Filled_DNB_BRDF_Corrected_NTL","Latest_High_Quality_Retrieval","Mandatory_Quality_Flag","QF_Cloud_Mask","Snow_Flag","date",".geo","source","Cloud_Quality"
"2019_07_21",0.831672889896311,34.1,0.827178907759325,0.00524535686849761,0.00492382592557592,50.0924568804111,0,2019-07-21,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_07_22",0.794861327042096,25.9,0.821549615099146,0.00811878478615824,0.00747895713259844,50.1365556090306,0,2019-07-22,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_07_23",1.01975799096525,19.3,1.00505436560486,0.0154151681475159,0.0149316814309184,50.1140207039757,0,2019-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_07_24",1.23397465402086,14.1,1.21415009798258,0.0241402073557606,0.0465765190410025,50.1424607830653,0,2019-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_07_26",1.19472112313363,6.30693525354426,1.12487257853744,0.0273536559969891,0.0237644742732712,54.8620751439478,0.00354556925504809,2019-07-26,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_07_27",0.948564460003394,3.9,0.953792044409521,0.0132810325001035,0.0132810325001035,50.0921377159772,0,2019-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_07_28",1.15254020017117,1.9,1.13652673403006,0.0132894066164367,0.0132894066164367,50.099223798417,0,2019-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_07_29",1.07962671963741,0.5,1.07962671963741,0,0,50.1418129740659,0,2019-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_07_30",1.0267419388708,0.5,1.0267419388708,0,0,50.1344235274117,0,2019-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_07_31",1.09240530460907,0.5,1.09240530460907,0,0,50.1625877346689,0,2019-07-31,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_01",1.02920257485269,0.5,1.02838554401345,0.000805816669123619,0,50.2169046748902,0,2019-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_02",1.06920897841272,0.5,1.06920897841272,0,0,50.1245768306214,0,2019-08-02,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_03",0.93544094106599,0.5,0.935057686241247,0.000483486716597467,0,50.1710057756123,0,2019-08-03,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_04",1.18637830207252,0.5,1.18637830207252,0,0,50.1392688227226,0,2019-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_05",1.21246318663287,0.5,1.21246318663287,0,0,50.0735471777174,0,2019-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_06",NA,0.5,0.967582018163714,1,NA,578.292400126022,0,2019-08-06,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_07",0.872214650197416,0.5,0.871977710623053,0.000564067836030378,0,50.0893650934599,0,2019-08-07,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_08",1.07781301861033,0.5,1.07739439670613,0.0007252300748962,0,50.0658123382651,0,2019-08-08,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_09",2.6369199043736,0.5,0.948546246465488,0.6712862295083,0.00103009901407546,486.039080578906,0,2019-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_10",0.669057571017675,0.5,1.21139569737076,0.0996211739373483,0,96.6906715188087,0,2019-08-10,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Confident Clear"
"2019_08_11",0.859303309788878,0.538959896830887,0.859303309788878,0,0,52.8389230823194,0,2019-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Confident Clear"
"2019_08_12",0.75990260902559,54.3,0.761779244037991,0.00820457997802505,0.00782442262440764,50.0809050239327,0,2019-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_13",0.791402783132217,68.1,0.796258505640559,0.00720426808169219,0.00600280698379593,50.0656966806583,0,2019-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_14",0.839736986576686,86.9,0.817173226856945,0.0060145115535945,0.00553280819650936,50.0601555436809,0,2019-08-14,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_15",0.846167373370927,115.1,0.829381641171692,0.00564889447444203,0.00489481698764324,50.087485815353,0,2019-08-15,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_16",0.782080296881739,91.0030948837941,0.772801445660023,0.0080393096820901,0.00553191004125057,50.1362756291411,0,2019-08-16,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_17",0.758279426336009,68.7,0.75840124532403,0.0060408979201539,0.00561574501447919,50.0438487691471,0,2019-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_18",0.776281817538667,53.6,0.775170091455203,0.00847476373141775,0.00790742700295506,50.053270440033,0,2019-08-18,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_19",0.831682865711546,41.4377297233532,0.815941727407167,0.00968995861290505,0.00804874718599199,50.0956703290523,0,2019-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_20",0.895305435049968,31.8996776755357,0.855433051629308,0.00785744915568366,0.00721745292370875,50.151803768858,0,2019-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_22",NA,17.6,0.918736548810402,1.03102614400255,NA,754.075402295945,0,2019-08-22,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_23",0.865725726828357,12.6,0.858873861673629,0.023297265927243,0.0116486329636215,50.2999347604505,0,2019-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_24",1.02575864826463,8.5,1.01990234558542,0.014095787585462,0.0129822901327983,50.1705597881998,0,2019-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_27",0.99202288744449,1.19917656596692,0.954289305394435,0.0456909111621884,0.0164787878592457,70.3415471332441,0,2019-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_28",0.919200044404301,0.5,0.918699718610484,0.000564071668386533,0,50.0842558749171,0,2019-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_30",0.950593170831155,0.5,0.949852902350115,0.000805816669123619,0,50.1704630901995,0,2019-08-30,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_08_31",1.18170489229063,0.5,1.18170489229063,0,0,50.0657006030827,0,2019-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_09_01",1.07092277176838,0.5,1.07092277176838,0,0,50.0689858070405,0,2019-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_09_02",0.949254705882397,0.5,0.948519734042718,0.000805816669123619,0,50.1261523375873,0,2019-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_09_03",1.0031043193824,0.5,1.00240134273575,0.00121014703310153,0,50.1442885847537,0,2019-09-03,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_09_04",0.946717813124105,0.5,0.946628171148967,0.000805816669123619,0.000161267295324529,50.1234090848404,0,2019-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_09_05",0.550779906223855,0.5,1.08959636953415,0.462666750724407,0.00172946245010602,325.283407776574,0,2019-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2019_09_06",1.26496189475076,0.5,1.26496189475076,0,0,50.6795227606079,0,2019-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_09_08",1.00763418147247,0.5,1.00666369682459,0.00153105167133488,0,50.5610895146977,0,2019-09-08,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_09_09",1.01438725809517,0.5,0.932521584662557,0.0907137845053464,0,224.036032645371,0,2019-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Confident Clear"
"2019_09_10",0.939858901250031,40.5885677841284,0.874071160754813,0.104140112242362,0.00915076030937827,154.022367890702,0,2019-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_09_11",0.965708822587954,57.9204830696956,0.909406529701635,0.0105484562053651,0.00941137769581931,53.0153059346187,0.00044319916801799,2019-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2019_09_12",0.852123480715856,73.0994560737764,0.832661372054013,0.00628679204858033,0.00501014098347845,50.0401097617106,0,2019-09-12,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_09_14",0.724965909786679,108.8,0.734400967747744,0.010123269409951,0.00779644295203236,50.1011666487333,0,2019-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_09_15",0.766820391575101,83.6,0.776251325231515,0.00966031983337609,0.00782046293279388,50.0302901745826,0,2019-09-15,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_09_16",0.0156195133305956,65,0.956066196401615,0.954019626850002,0,589.985327816492,0,2019-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2019_09_17",0.962591154126977,50.41147345476,0.860698803839793,0.187372125979798,0.0156922382054411,156.834571051937,0.00100411077103541,2019-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Confident Clear"
"2019_09_19",0.685128083512848,29.7,0.72976049755178,0.0175905038771632,0.00711284126453887,165.049947519215,0.000644653335298895,2019-09-19,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2019_09_20",0.900448888327874,22.2,0.89642472149031,0.020848215266181,0.0416549066447959,57.0615702396421,0,2019-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2019_09_21",1.20465556545347,15.9997582549993,1.15212404621606,0.0238760318995959,0.0445056957206664,50.0196363301972,0,2019-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_09_22",1.26891552781409,10.7003674524057,1.1953469563706,0.0187311294721443,0.0228246781512923,50.0531456633713,0,2019-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_09_24",0.994644135466002,3.9,0.973109384293163,0.0154678879687305,0.0150710518865845,50.0692569406491,0,2019-09-24,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_09_25",0.941152697486399,0.5,0.940455252989116,0.00120872500368543,0,50.1363858932786,0,2019-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_09_26",1.01746308997747,0.5,1.01746308997747,0,0,50.0850974003249,0,2019-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_09_27",1.26601209611089,0.5,1.26601209611089,0,0,50.0578740691831,0,2019-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_09_28",1.61742653839887,0.5,1.13473174895727,0.328161412346976,0.000479537951080077,750.030970852666,0,2019-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_09_29",1.12318433069617,0.5,1.12199666251025,0.00106762808495457,0,72.9095985879567,0,2019-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Confident Clear"
"2019_10_01",1.04671594602652,0.5,1.04523485033225,0.00300933025100558,0,82.5192436130737,0,2019-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_10_02",1.09991396806678,0.5,1.09930055729835,0.000564071668386533,0,73.2120121036827,0,2019-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2019_10_04",1.0075804041146,0.5,0.955135150545422,0.0563769882143783,0,165.367151088888,0,2019-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2019_10_05",0.991759840979525,0.5,0.991298851678083,0.000966980002948343,0,54.5906854229187,0,2019-10-05,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_10_06",0.944158701248006,0.5,0.943707044856055,0.000966980002948343,0,50.0794993445235,0,2019-10-06,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_10_07",1.04292526864261,0.5,1.04292526864261,0,0,50.0738033266957,0,2019-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_10_09",0.956587624690309,0.5,0.955384614872434,0.00144794195212722,0,50.1453250861947,0,2019-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_10_10",0.860962789341528,49.2,0.83007986477919,0.00654907747421664,0.00484572748816104,50.0348337165703,0,2019-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_10_11",0.802873894637106,62.3,0.792257522857362,0.0109357222163498,0.00579946646242232,50.2949450172326,0,2019-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_10_12",0.843157733677988,78.9002900939686,0.820987430595234,0.00975685983040247,0.00779234258208604,50.0376626070887,0,2019-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_10_13",0.92361506770701,104.100137225873,0.845900085821875,0.0819114224196843,0.0104181159186117,68.6578889530911,0,2019-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Confident Clear"
"2019_10_14",0.789227141410273,105.000964451951,0.787445576967887,0.0116012319830848,0.00927935179401172,50.0480491099439,0,2019-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_10_15",0.766625090502096,79.9,0.733413028285139,0.0125691600056439,0.00992916761058668,50.069611183977,0,2019-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_10_16",0.769227718921192,62.4845932434938,0.775295261385483,0.019289355019598,0.0326937695273339,50.1962792442325,0,2019-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_10_18",0.966336962576833,36.7997099060133,0.924204502201488,0.0232719854042901,0.0329349313265287,50.0072615142117,0,2019-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_10_19",1.24275231887266,27.146342169024,1.02997997732319,0.18353233054979,0.00835197199072366,156.126156445673,0,2019-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Confident Clear"
"2019_10_21",1.00800022186828,13.5,0.963679213962415,0.0185448436186351,0.0174279352584538,50.1948455225745,0,2019-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_10_22",1.18396377781548,8.7,1.1513872217861,0.0169758711628709,0.0169758711628709,50.0211272490383,0,2019-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_10_23",1.34574313972666,5.09986301116839,1.29100639928322,0.0227938675139434,0.0227938675139434,50.0481047270944,0,2019-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_10_24",1.40651443820461,2.4,1.35576327786777,0.0188150292076942,0.0188150292076942,49.9495204837808,0,2019-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2019_10_25",1.28338281506172,0.5,1.27566308676489,0.00689605265174516,0,50.3890546079837,0,2019-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_10_26",1.32646880854543,0.5,1.27745378199185,0.0436382907016815,0,58.1517185304496,0,2019-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_10_27",1.12609902093537,0.5,1.12541225222439,0.00112814333677307,0,50.4128394719974,0,2019-10-27,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_10_29",1.44124364496417,0.5,1.44053134830791,0.00116843417022925,0,49.9972267266321,0,2019-10-29,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2019_10_30",1.13119471369787,0.5,1.13032340294792,0.00160910528595195,0,50.0463610030238,0,2019-10-30,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_11_01",1.09794474182879,0.5,1.09609591432054,0.00312103856180369,0,50.092135497915,0,2019-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_11_02",1.22652046863552,0.5,1.22640120127609,0.000119292467683987,0,49.9992074556055,0,2019-11-02,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2019_11_03",1.42379367062122,0.5,1.42379367062122,0,0,49.9322914913818,0,2019-11-03,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2019_11_04",1.34692857872282,0.5,1.34692857872282,0,0,49.9936182479871,0,2019-11-04,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2019_11_05",1.13834602409907,0.5,1.13726965505824,0.0010489836992768,0,50.0388473155956,0,2019-11-05,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_11_06",1.67806761177716,0.5,1.04132362793254,0.482494896889438,0.00148806852599677,370.43938212506,0,2019-11-06,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_11_08",1.03061005474092,41.193440652296,0.994513121621394,0.00933483310035753,0.00683777480930405,50.6054008993231,0.000171591549542794,2019-11-08,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_11_09",1.06344233734662,53.699484277308,1.00334506642017,0.0141269142293478,0.00940610261341237,50.2066240342248,0,2019-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_11_10",NA,69,1.07233791415682,1.00459299701074,NA,754.023270721379,0,2019-11-10,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_11_11",0.860064993851411,89.9,0.844941031010438,0.0208627515668789,0.00818469884994335,56.3590984523107,0,2019-11-11,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Confident Clear"
"2019_11_12",0.748693627337885,122.844743871148,0.71941201528056,0.0490634909273734,0.00701980183509444,56.9451351030649,0,2019-11-12,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Confident Clear"
"2019_11_13",0.0426348256801376,103.810497436931,0.969166189211575,0.39425812962367,0.00163077256712972,216.79969688653,0,2019-11-13,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Confident Clear"
"2019_11_14",NA,77.9227505430541,1.07233791415682,1.3932386925356,NA,645.570222893633,0,2019-11-14,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2019_11_16",0.850789210584974,44.7467829665471,0.830197064587111,0.0352573233329905,0.00633801266842448,66.4907347673396,0,2019-11-16,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_11_18",1.17862205104689,23.7,1.14475409082121,0.022120931593591,0.0367725331994369,50.9731171659017,0.000638807214366037,2019-11-18,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_11_20",1.96709972058621,10.300120872496,1.18338033487001,0.434933543035272,0.0273491724829876,242.312096272023,0,2019-11-20,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_11_21",1.16000184951068,6.2,1.1143521047222,0.0198905574560716,0.0154641229942227,72.8162913378029,0.019365670598262,2019-11-21,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Confident Clear"
"2019_11_22",1.14953112655997,0.5,0.985307598771948,0.172761405742439,0,188.600228820334,0,2019-11-22,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Confident Clear"
"2019_11_24",1.16597334983939,0.5,1.16588465445373,8.05816669123619e-05,0,50.1183820528512,0,2019-11-24,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_11_25",1.11508850528799,0.5,1.11407597460515,0.000983096336330815,0,50.1093663863531,0,2019-11-25,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_11_29",1.2764386132452,0.5,1.21315816110584,0.151892492048091,0.00033980857450303,233.582769617172,0.0408229884643395,2019-11-29,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2019_11_30",0.230154642369164,0.5,1.0449276827577,1.09367587177908,0,944.244663637112,0.0419792563828976,2019-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Confident Clear"
"2019_12_01",0.290709548270368,0.5,1.03896527964913,2.06961639808481,0,653.946117409387,0.0298578776400569,2019-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2019_12_02",NA,0.5,1.03784229693762,3.06961639808482,NA,560.239350303201,0.029633196992313,2019-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Confident Clear"
"2019_12_03",0.26687854260527,0.5,1.05588485825097,2.21354441937987,0.00857253519002014,253.639034897077,0.00267404731534277,2019-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2019_12_04",1.03581867946823,0.5,1.01672860174393,0.108911336939916,0.000494122605382546,102.366363126588,0.0155562117957972,2019-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_12_05",0.469243986276586,0.5,1.14167936962986,0.769418720195648,0.00195102916788606,705.684879545421,0.0132147613605535,2019-12-05,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2019_12_06",0.714628452846014,9.51079481490021,1.23666426209179,1.20456398761065,0.00985448372460189,536.59149471566,0.088225391030439,2019-12-06,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Confident Clear"
"2019_12_07",0.600015450827311,21.7460780507666,0.961426769337754,1.69808530059253,0.0322625635632619,236.185941406384,0.0079598886582568,2019-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Confident Clear"
"2019_12_09",0.614688138782095,59.3,0.763854408535814,0.0506621679976073,0.00538327637420551,110.096976086048,0.000131300716086613,2019-12-09,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_12_12",NA,142.505404154195,1.02875911669408,1.46876409685411,NA,758.391047977219,0.0105696286433381,2019-12-12,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_12_13",NA,98.1,1.02875911669408,2.4687640968541,NA,648.653433576928,0.0236015802222885,2019-12-13,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Confident Clear"
"2019_12_18",NA,18.9120556019903,1.02875911669408,2.09153666552747,NA,678.118313163426,0.0761697416472758,2019-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_12_19",NA,12.3,1.02875911669408,3.09153666552748,NA,796.44621671444,0.0754106939456151,2019-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Confident Clear"
"2019_12_20",0.530415358232898,7.5,1.03754208600192,4.0107837230721,0,790.741088734163,0.0710449056349181,2019-12-20,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_12_21",NA,0.5,1.02875911669408,5.01078372307211,NA,754.358385225558,0.0653354575292746,2019-12-21,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_12_22",0.998379431897437,0.5,1.23846825797661,1.47831697446494,0.000427634943979823,206.584200968781,0.0650131308616251,2019-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_12_24",1.54311683251037,0.5,1.05273444623425,0.932189895280175,0.000655150575440587,821.557088713938,0.0644214086212588,2019-12-24,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2019_12_25",NA,0.5,1.04494672734384,1.93186756861253,NA,778.32322001813,0.0708176969348789,2019-12-25,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_12_26",1.09343776092205,0.5,1.09343776092205,0,0,192.426266273745,0.0711400236025283,2019-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Confident Clear"
"2019_12_27",1.36820352278273,0.5,1.36748614971373,0.000564071668386533,0,150.272266176098,0.0449956967809837,2019-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_12_28",1.25515035519046,0.5,1.25437672722257,0.000805816669123619,0,142.387893599967,0.00567658342580476,2019-12-28,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2019_12_29",NA,0.5,1.07174927986796,1.00080581666912,NA,796.476857024266,0.00989953678181789,2019-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Confident Clear"
"2019_12_30",0.849453377158781,0.5,0.834389322055386,0.0567225413624907,0,205.779889122787,0.0131943789389228,2019-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2019_12_31",1.3629007412181,0.5,1.36181785480302,0.00261890417465176,0,125.192201653884,0.00581436227589805,2019-12-31,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2020_01_02",1.56237050765966,0.5,1.47964276961641,0.117223888893366,0,149.818269064714,0.00112814333677307,2020-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2020_01_03",NA,0.5,1.09850233379094,1.11722388889337,NA,785.124713085815,0.00128930667059779,2020-01-03,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
"2020_01_04",0.266286770062198,0.5,1.13131450006996,1.27941661401208,0.00131139559919636,498.604020266765,0.00636215960763365,2020-01-04,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Cloudy"
"2020_01_10",0.95515520847788,136.1,0.874508574422379,0.169868681903554,0.0469504478664115,168.424188846771,0.0762868220692014,2020-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Confident Clear"
"2020_01_12",1.07514315957601,87.76243240025,1.02352598444193,0.0471063044410137,0.0208448226939452,173.095575703079,0.06642141399337,2020-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}","Buffer","Probably Clear"
