system:index,DNB_BRDF_Corrected_NTL,DNB_Lunar_Irradiance,Gap_Filled_DNB_BRDF_Corrected_NTL,Latest_High_Quality_Retrieval,Mandatory_Quality_Flag,QF_Cloud_Mask,Snow_Flag,date,.geo
2018_05_01,0.17684780918602494,82.10000000000001,0.35625534492609834,0.7779006674567867,0.001401415600500675,544.244374182287,0.0,2018-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_02,0.27321285539322115,61.7,0.28475442642066595,0.01569067959981106,0.00893542113662706,58.98907006521647,0.0,2018-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_03,0.2823863002342282,46.47519907975596,0.2763133921147221,0.008310220737299643,0.0072667577263581295,50.32450479183777,0.0,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_04,0.12760695091252797,34.866650791457516,0.364379319350127,0.5108842808966844,0.003158733617580262,280.1959234264497,0.0,2018-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_05,0.5121711407955355,26.057861129068243,0.3438137117602338,0.8837588346337362,0.016978573050969094,311.13637710777556,0.0,2018-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_06,0.48719480819373495,19.3,0.5039339304345007,0.4171360725463004,0.012239529512278012,249.82492932748028,0.0,2018-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_07,0.5331769310453831,14.0,0.5051850582584994,0.4161268334737325,0.01586734228726597,181.09668158431418,0.0,2018-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_08,0.7125601030145751,0.5,0.7125601030145751,0.0,0.0,50.29272604664925,0.0,2018-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_09,0.8744545070274213,6.309295282967309,0.6802889278307676,0.19880492989170764,0.0326560540534205,123.17079740807287,0.0,2018-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_10,0.7002926109332673,0.5,0.7002926109332673,0.0,0.0,50.30607093552224,0.0,2018-05-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_11,0.4820232234721263,0.5,0.4381158051603666,0.9026595436492107,0.02479888891252617,473.7989360369334,0.0,2018-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_12,0.6560482350603598,0.5,0.6560482350603598,0.0,0.0,50.32606521437745,0.0,2018-05-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_13,0.7941748590692636,0.5,0.7932540883265208,0.0033771742094673082,0.0067543484189346165,50.239234859062734,0.0,2018-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_14,0.9378350421522613,0.5,0.8978660979861577,0.061141322894923494,0.0,160.00705162954057,0.0,2018-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_15,0.7276307186254288,0.5,0.6376547813139816,0.22235174957478956,0.0,197.6788413277801,0.0,2018-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_16,0.449394765050595,0.5,0.5016894357133241,1.0776207075108684,0.0,1093.054186158042,0.0,2018-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_17,0.9068892002105713,0.5,0.478022893552624,2.074526557062958,0.0,1692.0493614067818,0.0,2018-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_18,0.8065280236711642,0.5,0.8065280236711642,0.0,0.0,52.49821464485652,0.0,2018-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_19,0.8830033633312551,0.5,0.8830033633312551,0.0,0.0,50.92818203797108,0.0,2018-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
