system:index,DNB_BRDF_Corrected_NTL,DNB_Lunar_Irradiance,Gap_Filled_DNB_BRDF_Corrected_NTL,Latest_High_Quality_Retrieval,Mandatory_Quality_Flag,QF_Cloud_Mask,Snow_Flag,date,.geo
2018_07_17,3.3671775785980054,0.5,3.609784613338521,0.15670500922645922,0.001239951248012341,64.24138322883022,0.0,2018-07-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_07_18,1.297398530810692,0.5,3.5933870261369667,0.49964679980427834,0.017366028960997777,276.97353741871524,0.0,2018-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_07_19,3.3942929098620835,0.5,3.291698810171213,0.20708021368766127,0.0,89.59509959575814,0.0,2018-07-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_07_20,2.334914196232921,0.5,3.012177045523881,0.10051867983882005,0.027879794663156442,57.92762301549727,0.0,2018-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_07_21,1.1848439855531288,0.5,3.0782392641369003,0.36516439741019735,0.06634656112368652,96.91013205434761,0.0,2018-07-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_07_22,4.2251277766198925,0.5,4.1940895998033785,0.22945103432950414,0.008313845765541132,76.2447626967988,0.0,2018-07-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_07_23,2.644465848629795,0.5,3.690465483824118,0.4768217718226455,0.0762301274844911,81.3400134264062,0.0,2018-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_07_24,3.306306625916778,45.946958034587674,3.5578165637695727,0.5520551942760875,0.1749114033274824,58.093898721993604,0.0,2018-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_07_25,3.1549154922503173,62.2,3.072851691499459,0.49515628979333276,0.07572735682026514,107.37436009690384,0.0,2018-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_07_26,1.5020886337131982,78.9,3.270556327583754,0.5952138087754704,0.11844472348864685,76.87086772554036,0.0,2018-07-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_07_27,1.479016003313799,108.2,3.301015833767752,0.8643234745534663,0.17952638360908146,92.6513278181975,0.0,2018-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_07_28,1.5012692785025024,107.19437575688674,3.1843033046604567,0.9966101438132294,0.11875736933346155,89.23242871125218,0.0,2018-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_07_29,0.9949221831577338,76.4,3.0944089689526573,1.1694407706146743,0.08483860317754509,98.25664762074726,0.0,2018-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_07_30,1.1275266404935498,59.300000000000004,3.3933002754032415,2.112388981528531,0.12352776219854178,629.8375398770578,0.0,2018-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_07_31,2.4587269569817582,46.0,2.765077812046705,0.3197044106940711,0.03867285353950098,50.73437941205311,0.0,2018-07-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_01,2.6384291117906087,35.4,2.879216466290233,0.14411106497007925,0.03947380160622817,49.27535836797749,0.0,2018-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_02,3.014003493334226,26.8,3.1596608761624885,0.1681294400861926,0.09470277877296861,45.226261394492816,0.0,2018-08-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_03,3.0858914101076715,19.5,3.3431010215740504,0.20797790057107585,0.06121033679459559,54.989802762577106,0.0,2018-08-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_04,2.8575965449181098,13.8,3.1533930549616374,0.19876521019503496,0.04894980009908638,52.99566482260287,0.0,2018-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_05,2.659672852482503,9.254654359415676,2.9295577285345633,0.18432554621827538,0.04842594361359156,51.23478779083961,0.0,2018-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_06,2.7507340385111996,5.7,3.1016702444493305,0.15710300638718397,0.04767583775248793,50.01463320819157,0.0,2018-08-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_07,3.0135159456543557,0.5,3.027290950816872,0.026953402122239605,0.0,49.77668431412646,0.0,2018-08-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_08,3.0291670095271983,1.3,3.4175648624464112,0.17038211935499775,0.11847939778583247,53.04153166371616,0.0,2018-08-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_09,1.0645301044929658,0.5,2.7396302392173904,0.24899392082046432,0.09651456688240051,75.88356275617053,0.0,2018-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_10,1.8264641014317429,0.5,2.8988935983845945,0.41385012854607156,0.021710580870853095,270.0794463149077,0.0,2018-08-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_08_11,2.3982522127666863,0.5,2.4107632022266223,0.020896001131493144,0.0,49.685241170522936,0.0,2018-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
