Year,CountyNum,CountyName,Sector,RNR,GWh
1993,51,SUTTER,Agriculture and Water Pumping,NR,54.30740695
1993,51,SUTTER,Commercial,NR,137.5769267
1993,51,SUTTER,Industrial,NR,36.51554193
1993,51,SUTTER,Mining,NR,1.002398347
1993,51,SUTTER,Residential,R,200.4719831
1993,51,SUTTER,Streetlighting,NR,10.33884209
1993,51,SUTTER,"Transportation, Communications, & Utilities",NR,16.64576795
1993,52,TEHAMA,Agriculture and Water Pumping,NR,27.4213733
1993,52,TEHAMA,Commercial,NR,73.63483454
1993,52,TEHAMA,Industrial,NR,131.8796237
1993,52,TEHAMA,Mining,NR,1.241642936
1993,52,TEHAMA,Residential,R,173.9229914
1993,52,TEHAMA,Streetlighting,NR,1.345064689
1993,52,TEHAMA,"Transportation, Communications, & Utilities",NR,8.526229758
1993,53,TRINITY,Agriculture and Water Pumping,NR,0.965572793
1993,53,TRINITY,Commercial,NR,3.850192445
1993,53,TRINITY,Industrial,NR,0.955256015
1993,53,TRINITY,Mining,NR,9.48E-02
1993,53,TRINITY,Residential,R,17.38344053
1993,53,TRINITY,Streetlighting,NR,2.74E-02
1993,53,TRINITY,"Transportation, Communications, & Utilities",NR,0.428507996
1993,54,TULARE,Agriculture and Water Pumping,NR,546.6661696
1993,54,TULARE,Commercial,NR,626.2547531
1993,54,TULARE,Industrial,NR,368.0988146
1993,54,TULARE,Mining,NR,23.82401179
1993,54,TULARE,Residential,R,812.3961093
1993,54,TULARE,Streetlighting,NR,9.198505066
1993,54,TULARE,"Transportation, Communications, & Utilities",NR,37.55384722
1993,55,TUOLUMNE,Agriculture and Water Pumping,NR,2.872250124
1993,55,TUOLUMNE,Commercial,NR,103.1036724
1993,55,TUOLUMNE,Industrial,NR,95.14210228
1993,55,TUOLUMNE,Mining,NR,60.25917249
1993,55,TUOLUMNE,Residential,R,187.0265833
1993,55,TUOLUMNE,Streetlighting,NR,0.694222383
1993,55,TUOLUMNE,"Transportation, Communications, & Utilities",NR,6.14555521
1993,56,VENTURA,Agriculture and Water Pumping,NR,228.6944726
1993,56,VENTURA,Commercial,NR,1276.910837
1993,56,VENTURA,Industrial,NR,820.3994253
1993,56,VENTURA,Mining,NR,447.0985038
1993,56,VENTURA,Residential,R,1351.133971
1993,56,VENTURA,Streetlighting,NR,31.43826403
1993,56,VENTURA,"Transportation, Communications, & Utilities",NR,284.3276956
1993,57,YOLO,Agriculture and Water Pumping,NR,71.40424208
1993,57,YOLO,Commercial,NR,480.8471505
1993,57,YOLO,Industrial,NR,197.3992505
1993,57,YOLO,Mining,NR,4.071792493
1993,57,YOLO,Residential,R,366.8957681
1993,57,YOLO,Streetlighting,NR,6.149160675
1993,57,YOLO,"Transportation, Communications, & Utilities",NR,61.86379243
1993,58,YUBA,Agriculture and Water Pumping,NR,25.17740714
1993,58,YUBA,Commercial,NR,88.2300487
1993,58,YUBA,Industrial,NR,31.50009411
1993,58,YUBA,Mining,NR,6.272257431
1993,58,YUBA,Residential,R,140.5548851
1993,58,YUBA,Streetlighting,NR,2.534805044
1993,58,YUBA,"Transportation, Communications, & Utilities",NR,136.2516837
1994,1,ALAMEDA,Agriculture and Water Pumping,NR,670.1268354
1994,1,ALAMEDA,Commercial,NR,3350.234355
1994,1,ALAMEDA,Industrial,NR,1845.272628
1994,1,ALAMEDA,Mining,NR,73.96366746
1994,1,ALAMEDA,Residential,R,2774.566317
1994,1,ALAMEDA,Streetlighting,NR,77.10100631
1994,1,ALAMEDA,"Transportation, Communications, & Utilities",NR,651.5386292
1994,2,ALPINE,Agriculture and Water Pumping,NR,0.320247029
1994,2,ALPINE,Commercial,NR,3.77752493
1994,2,ALPINE,Mining,NR,2.05E-02
1994,2,ALPINE,Residential,R,6.183168295
1994,2,ALPINE,Streetlighting,NR,8.62E-03
1994,2,ALPINE,"Transportation, Communications, & Utilities",NR,0.255170697
1994,3,AMADOR,Agriculture and Water Pumping,NR,5.99870939
1994,3,AMADOR,Commercial,NR,161.3974627
1994,3,AMADOR,Industrial,NR,55.57316833
1994,3,AMADOR,Mining,NR,12.10125923
1994,3,AMADOR,Residential,R,110.3726747
1994,3,AMADOR,Streetlighting,NR,0.666243575
1994,3,AMADOR,"Transportation, Communications, & Utilities",NR,4.74630267
1994,5,CALAVERAS,Agriculture and Water Pumping,NR,9.379262936
1994,5,CALAVERAS,Commercial,NR,41.3585264
1994,5,CALAVERAS,Industrial,NR,3.594848215
1994,5,CALAVERAS,Mining,NR,23.57995939
1994,5,CALAVERAS,Residential,R,146.1233881
1994,5,CALAVERAS,Streetlighting,NR,0.267329178
1994,5,CALAVERAS,"Transportation, Communications, & Utilities",NR,8.539442323
1994,6,COLUSA,Agriculture and Water Pumping,NR,54.66304044
1994,6,COLUSA,Commercial,NR,43.73918641
1994,6,COLUSA,Industrial,NR,49.57535654
1994,6,COLUSA,Mining,NR,0.120770782
1994,6,COLUSA,Residential,R,50.07866737
1994,6,COLUSA,Streetlighting,NR,0.547864126
1994,6,COLUSA,"Transportation, Communications, & Utilities",NR,5.371551838
1994,7,CONTRA COSTA,Agriculture and Water Pumping,NR,133.765565
1994,7,CONTRA COSTA,Commercial,NR,1923.421315
1994,7,CONTRA COSTA,Industrial,NR,4088.460244
1994,7,CONTRA COSTA,Mining,NR,63.02547003
1994,7,CONTRA COSTA,Residential,R,2137.669934
1994,7,CONTRA COSTA,Streetlighting,NR,41.54284159
1994,7,CONTRA COSTA,"Transportation, Communications, & Utilities",NR,520.6874631
1994,8,DEL NORTE,Agriculture and Water Pumping,NR,8.043460704
1994,8,DEL NORTE,Commercial,NR,75.79803953
1994,8,DEL NORTE,Industrial,NR,14.12980031
1994,8,DEL NORTE,Mining,NR,0.734243
1994,8,DEL NORTE,Residential,R,110.7760409
1994,8,DEL NORTE,Streetlighting,NR,0.741180312
1994,8,DEL NORTE,"Transportation, Communications, & Utilities",NR,4.164619233
1994,9,EL DORADO,Agriculture and Water Pumping,NR,16.19757494
1994,9,EL DORADO,Commercial,NR,257.7114595
1994,9,EL DORADO,Industrial,NR,52.60752968
1994,9,EL DORADO,Mining,NR,4.269203199
1994,9,EL DORADO,Residential,R,548.5536176
1994,9,EL DORADO,Streetlighting,NR,1.724697372
1994,9,EL DORADO,"Transportation, Communications, & Utilities",NR,36.52152265
1994,10,FRESNO,Agriculture and Water Pumping,NR,798.5556567
1994,10,FRESNO,Commercial,NR,1793.326289
1994,10,FRESNO,Industrial,NR,712.8282887
1994,10,FRESNO,Mining,NR,152.7341914
1994,10,FRESNO,Residential,R,1874.339769
1994,10,FRESNO,Streetlighting,NR,29.83133202
1994,10,FRESNO,"Transportation, Communications, & Utilities",NR,188.356034
1994,11,GLENN,Agriculture and Water Pumping,NR,52.00794639
1994,11,GLENN,Commercial,NR,45.21040425
1994,11,GLENN,Industrial,NR,123.8158869
1994,11,GLENN,Mining,NR,1.171693242
1994,11,GLENN,Residential,R,77.62099661
1994,11,GLENN,Streetlighting,NR,0.529061611
1994,11,GLENN,"Transportation, Communications, & Utilities",NR,2.597986423
1994,12,HUMBOLDT,Agriculture and Water Pumping,NR,24.73899701
1994,12,HUMBOLDT,Commercial,NR,209.9844034
1994,12,HUMBOLDT,Industrial,NR,519.0378187
1994,12,HUMBOLDT,Mining,NR,2.071573005
1994,12,HUMBOLDT,Residential,R,273.032342
1994,12,HUMBOLDT,Streetlighting,NR,3.966162557
1994,12,HUMBOLDT,"Transportation, Communications, & Utilities",NR,52.59789195
1994,13,IMPERIAL,Agriculture and Water Pumping,NR,16.88741076
1994,13,IMPERIAL,Commercial,NR,383.4588001
1994,13,IMPERIAL,Industrial,NR,46.56435378
1994,13,IMPERIAL,Mining,NR,20.54978571
1994,13,IMPERIAL,Residential,R,310.1612987
1994,13,IMPERIAL,Streetlighting,NR,3.060991982
1994,13,IMPERIAL,"Transportation, Communications, & Utilities",NR,323.7452136
1994,14,INYO,Agriculture and Water Pumping,NR,1.532402079
1994,14,INYO,Commercial,NR,30.77284496
1994,14,INYO,Industrial,NR,0.732639213
1994,14,INYO,Mining,NR,13.74520645
1994,14,INYO,Residential,R,32.70478267
1994,14,INYO,Streetlighting,NR,0.290956381
1994,14,INYO,"Transportation, Communications, & Utilities",NR,2.8851065
1994,15,KERN,Agriculture and Water Pumping,NR,4485.801714
1994,15,KERN,Commercial,NR,1399.41409
1994,15,KERN,Industrial,NR,1229.431148
1994,15,KERN,Mining,NR,1630.439278
1994,15,KERN,Residential,R,1452.922764
1994,15,KERN,Streetlighting,NR,19.98098718
1994,15,KERN,"Transportation, Communications, & Utilities",NR,658.6855368
1994,16,KINGS,Agriculture and Water Pumping,NR,263.9089513
1994,16,KINGS,Commercial,NR,232.2326542
1994,16,KINGS,Industrial,NR,136.810196
1994,16,KINGS,Mining,NR,5.80753843
1994,16,KINGS,Residential,R,241.366747
1994,16,KINGS,Streetlighting,NR,2.302091069
1994,16,KINGS,"Transportation, Communications, & Utilities",NR,127.9710031
1994,17,LAKE,Agriculture and Water Pumping,NR,18.46557701
1994,17,LAKE,Commercial,NR,92.25418227
1994,17,LAKE,Industrial,NR,4.428607277
1994,17,LAKE,Mining,NR,120.4557921
1994,17,LAKE,Residential,R,220.7599781
1994,17,LAKE,Streetlighting,NR,0.721853907
1994,17,LAKE,"Transportation, Communications, & Utilities",NR,8.8433312
1994,18,LASSEN,Agriculture and Water Pumping,NR,34.48372682
1994,18,LASSEN,Commercial,NR,60.89582499
1994,18,LASSEN,Industrial,NR,1.988337351
1994,18,LASSEN,Mining,NR,0.144222611
1994,18,LASSEN,Residential,R,95.12365205
1994,18,LASSEN,Streetlighting,NR,0.358232739
1994,18,LASSEN,"Transportation, Communications, & Utilities",NR,17.17836402
1994,19,LOS ANGELES,Agriculture and Water Pumping,NR,3597.839361
1994,19,LOS ANGELES,Commercial,NR,23312.66599
1994,19,LOS ANGELES,Industrial,NR,14609.29092
1994,19,LOS ANGELES,Mining,NR,1476.996082
1994,19,LOS ANGELES,Residential,R,16065.5834
1994,19,LOS ANGELES,Streetlighting,NR,692.9989439
1994,19,LOS ANGELES,"Transportation, Communications, & Utilities",NR,3026.308982
1994,20,MADERA,Agriculture and Water Pumping,NR,281.7851947
1994,20,MADERA,Commercial,NR,165.0134867
1994,20,MADERA,Industrial,NR,268.0470616
1994,20,MADERA,Mining,NR,5.681018927
1994,20,MADERA,Residential,R,286.2211676
1994,20,MADERA,Streetlighting,NR,2.213357159
1994,20,MADERA,"Transportation, Communications, & Utilities",NR,15.54373825
1994,21,MARIN,Agriculture and Water Pumping,NR,30.88008519
1994,21,MARIN,Commercial,NR,510.3574231
1994,21,MARIN,Industrial,NR,53.01335337
1994,21,MARIN,Mining,NR,7.185119174
1994,21,MARIN,Residential,R,615.8834588
1994,21,MARIN,Streetlighting,NR,10.07317326
1994,21,MARIN,"Transportation, Communications, & Utilities",NR,75.8033201
1994,22,MARIPOSA,Agriculture and Water Pumping,NR,2.058768698
1994,22,MARIPOSA,Commercial,NR,51.59509371
1994,22,MARIPOSA,Industrial,NR,0.737509656
1994,22,MARIPOSA,Mining,NR,0.222148924
1994,22,MARIPOSA,Residential,R,56.75158554
1994,22,MARIPOSA,Streetlighting,NR,6.08E-02
1994,22,MARIPOSA,"Transportation, Communications, & Utilities",NR,2.407093125
1994,23,MENDOCINO,Agriculture and Water Pumping,NR,14.69526169
1994,23,MENDOCINO,Commercial,NR,148.9408047
1994,23,MENDOCINO,Industrial,NR,151.6377019
1994,23,MENDOCINO,Mining,NR,2.557703132
1994,23,MENDOCINO,Residential,R,240.7394242
1994,23,MENDOCINO,Streetlighting,NR,1.104187166
1994,23,MENDOCINO,"Transportation, Communications, & Utilities",NR,10.98864951
1994,24,MERCED,Agriculture and Water Pumping,NR,962.5800147
1994,24,MERCED,Commercial,NR,316.4837516
1994,24,MERCED,Industrial,NR,277.1210051
1994,24,MERCED,Mining,NR,9.516118216
1994,24,MERCED,Residential,R,471.5204277
1994,24,MERCED,Streetlighting,NR,6.602386827
1994,24,MERCED,"Transportation, Communications, & Utilities",NR,112.626563
1994,25,MODOC,Agriculture and Water Pumping,NR,40.62368341
1994,25,MODOC,Commercial,NR,22.52302501
1994,25,MODOC,Industrial,NR,1.7528345
1994,25,MODOC,Mining,NR,19.36820666
1994,25,MODOC,Residential,R,55.75536631
1994,25,MODOC,Streetlighting,NR,0.242873885
1994,25,MODOC,"Transportation, Communications, & Utilities",NR,3.528184315
1994,26,MONO,Agriculture and Water Pumping,NR,15.99383491
1994,26,MONO,Commercial,NR,56.86244568
1994,26,MONO,Industrial,NR,0.807536693
1994,26,MONO,Mining,NR,1.43016293
1994,26,MONO,Residential,R,85.46206819
1994,26,MONO,Streetlighting,NR,0.640882704
1994,26,MONO,"Transportation, Communications, & Utilities",NR,8.387820956
1994,27,MONTEREY,Agriculture and Water Pumping,NR,278.0143707
1994,27,MONTEREY,Commercial,NR,762.7358184
1994,27,MONTEREY,Industrial,NR,191.6032896
1994,27,MONTEREY,Mining,NR,50.47051626
1994,27,MONTEREY,Residential,R,622.8946356
1994,27,MONTEREY,Streetlighting,NR,12.60158039
1994,27,MONTEREY,"Transportation, Communications, & Utilities",NR,174.062443
1994,28,NAPA,Agriculture and Water Pumping,NR,14.52223645
1994,28,NAPA,Commercial,NR,236.6227798
1994,28,NAPA,Industrial,NR,109.4887301
1994,28,NAPA,Mining,NR,1.929742087
1994,28,NAPA,Residential,R,296.2033579
1994,28,NAPA,Streetlighting,NR,4.027680927
1994,28,NAPA,"Transportation, Communications, & Utilities",NR,18.10236406
1994,29,NEVADA,Agriculture and Water Pumping,NR,9.603256279
1994,29,NEVADA,Commercial,NR,140.921443
1994,29,NEVADA,Industrial,NR,17.53011885
1994,29,NEVADA,Mining,NR,2.187750589
1994,29,NEVADA,Residential,R,328.2189538
1994,29,NEVADA,Streetlighting,NR,1.376567006
1994,29,NEVADA,"Transportation, Communications, & Utilities",NR,12.56437004
1994,30,ORANGE,Agriculture and Water Pumping,NR,302.2752625
1994,30,ORANGE,Commercial,NR,7105.069615
1994,30,ORANGE,Industrial,NR,3214.822539
1994,30,ORANGE,Mining,NR,416.0755599
1994,30,ORANGE,Residential,R,5463.244024
1994,30,ORANGE,Streetlighting,NR,125.7186724
1994,30,ORANGE,"Transportation, Communications, & Utilities",NR,663.0465554
1994,31,PLACER,Agriculture and Water Pumping,NR,28.91423964
1994,31,PLACER,Commercial,NR,445.581435
1994,31,PLACER,Industrial,NR,458.0446715
1994,31,PLACER,Mining,NR,6.913693216
1994,31,PLACER,Residential,R,746.6085069
1994,31,PLACER,Streetlighting,NR,10.29507072
1994,31,PLACER,"Transportation, Communications, & Utilities",NR,98.10850412
1994,32,PLUMAS,Agriculture and Water Pumping,NR,2.223409011
1994,32,PLUMAS,Commercial,NR,35.20833556
1994,32,PLUMAS,Industrial,NR,20.79338218
1994,32,PLUMAS,Mining,NR,0.420287219
1994,32,PLUMAS,Residential,R,88.05117477
1994,32,PLUMAS,Streetlighting,NR,0.392994333
1994,32,PLUMAS,"Transportation, Communications, & Utilities",NR,3.86969732
1994,33,RIVERSIDE,Agriculture and Water Pumping,NR,608.7469944
1994,33,RIVERSIDE,Commercial,NR,3124.591906
1994,33,RIVERSIDE,Industrial,NR,698.8154215
1994,33,RIVERSIDE,Mining,NR,112.1959068
1994,33,RIVERSIDE,Residential,R,4026.994776
1994,33,RIVERSIDE,Streetlighting,NR,68.64509989
1994,33,RIVERSIDE,"Transportation, Communications, & Utilities",NR,372.9878246
1994,34,SACRAMENTO,Agriculture and Water Pumping,NR,159.9479558
1994,34,SACRAMENTO,Commercial,NR,3248.936324
1994,34,SACRAMENTO,Industrial,NR,730.8078347
1994,34,SACRAMENTO,Mining,NR,110.9290259
1994,34,SACRAMENTO,Residential,R,3694.828431
1994,34,SACRAMENTO,Streetlighting,NR,71.57724068
1994,34,SACRAMENTO,"Transportation, Communications, & Utilities",NR,607.4100828
1994,35,SAN BENITO,Agriculture and Water Pumping,NR,25.78062003
1994,35,SAN BENITO,Commercial,NR,44.63871957
1994,35,SAN BENITO,Industrial,NR,30.38503321
1994,35,SAN BENITO,Mining,NR,11.08691282
1994,35,SAN BENITO,Residential,R,77.68754093
1994,35,SAN BENITO,Streetlighting,NR,1.289204881
1994,35,SAN BENITO,"Transportation, Communications, & Utilities",NR,4.621095554
1994,36,SAN BERNARDINO,Agriculture and Water Pumping,NR,487.2502818
1994,36,SAN BERNARDINO,Commercial,NR,2970.120262
1994,36,SAN BERNARDINO,Industrial,NR,2814.096031
1994,36,SAN BERNARDINO,Mining,NR,199.7235383
1994,36,SAN BERNARDINO,Residential,R,3411.1024
1994,36,SAN BERNARDINO,Streetlighting,NR,65.56535081
1994,36,SAN BERNARDINO,"Transportation, Communications, & Utilities",NR,783.0554837
1994,37,SAN DIEGO,Agriculture and Water Pumping,NR,208.2562613
1994,37,SAN DIEGO,Commercial,NR,5943.676146
1994,37,SAN DIEGO,Industrial,NR,1616.216157
1994,37,SAN DIEGO,Mining,NR,207.8740017
1994,37,SAN DIEGO,Residential,R,5218.545736
1994,37,SAN DIEGO,Streetlighting,NR,78.80035268
1994,37,SAN DIEGO,"Transportation, Communications, & Utilities",NR,1460.714985
1994,38,SAN FRANCISCO,Agriculture and Water Pumping,NR,0.338097219
1994,38,SAN FRANCISCO,Commercial,NR,3102.929025
1994,38,SAN FRANCISCO,Industrial,NR,160.073864
1994,38,SAN FRANCISCO,Mining,NR,15.48112223
1994,38,SAN FRANCISCO,Residential,R,1257.32892
1994,38,SAN FRANCISCO,Streetlighting,NR,28.5069096
1994,38,SAN FRANCISCO,"Transportation, Communications, & Utilities",NR,295.5284726
1994,39,SAN JOAQUIN,Agriculture and Water Pumping,NR,577.5106125
1994,39,SAN JOAQUIN,Commercial,NR,1103.243457
1994,39,SAN JOAQUIN,Industrial,NR,886.7933294
1994,39,SAN JOAQUIN,Mining,NR,23.93904264
1994,39,SAN JOAQUIN,Residential,R,1193.755366
1994,39,SAN JOAQUIN,Streetlighting,NR,25.27049548
1994,39,SAN JOAQUIN,"Transportation, Communications, & Utilities",NR,188.4878874
1994,40,SAN LUIS OBISPO,Agriculture and Water Pumping,NR,107.8047483
1994,40,SAN LUIS OBISPO,Commercial,NR,402.947534
1994,40,SAN LUIS OBISPO,Industrial,NR,94.75190464
1994,40,SAN LUIS OBISPO,Mining,NR,11.83136508
1994,40,SAN LUIS OBISPO,Residential,R,493.1226748
1994,40,SAN LUIS OBISPO,Streetlighting,NR,6.309997439
1994,40,SAN LUIS OBISPO,"Transportation, Communications, & Utilities",NR,47.3075836
1994,41,SAN MATEO,Agriculture and Water Pumping,NR,42.75287323
1994,41,SAN MATEO,Commercial,NR,1615.376171
1994,41,SAN MATEO,Industrial,NR,485.571408
1994,41,SAN MATEO,Mining,NR,22.6716061
1994,41,SAN MATEO,Residential,R,1412.081315
1994,41,SAN MATEO,Streetlighting,NR,35.4392082
1994,41,SAN MATEO,"Transportation, Communications, & Utilities",NR,328.2985221
1994,42,SANTA BARBARA,Agriculture and Water Pumping,NR,124.8727959
1994,42,SANTA BARBARA,Commercial,NR,801.9032862
1994,42,SANTA BARBARA,Industrial,NR,249.1898536
1994,42,SANTA BARBARA,Mining,NR,444.734312
1994,42,SANTA BARBARA,Residential,R,670.743134
1994,42,SANTA BARBARA,Streetlighting,NR,15.62372437
1994,42,SANTA BARBARA,"Transportation, Communications, & Utilities",NR,258.1412078
1994,43,SANTA CLARA,Agriculture and Water Pumping,NR,139.4047818
1994,43,SANTA CLARA,Commercial,NR,5174.100456
1994,43,SANTA CLARA,Industrial,NR,4953.521586
1994,43,SANTA CLARA,Mining,NR,49.98496415
1994,43,SANTA CLARA,Residential,R,3205.731343
1994,43,SANTA CLARA,Streetlighting,NR,95.98928598
1994,43,SANTA CLARA,"Transportation, Communications, & Utilities",NR,317.3706637
1994,44,SANTA CRUZ,Agriculture and Water Pumping,NR,48.26679526
1994,44,SANTA CRUZ,Commercial,NR,385.7401569
1994,44,SANTA CRUZ,Industrial,NR,321.848307
1994,44,SANTA CRUZ,Mining,NR,3.429669741
1994,44,SANTA CRUZ,Residential,R,514.3548657
1994,44,SANTA CRUZ,Streetlighting,NR,7.60482715
1994,44,SANTA CRUZ,"Transportation, Communications, & Utilities",NR,23.91653756
1994,45,SHASTA,Agriculture and Water Pumping,NR,31.47036767
1994,45,SHASTA,Commercial,NR,376.9433751
1994,45,SHASTA,Industrial,NR,397.8158051
1994,45,SHASTA,Mining,NR,10.08184589
1994,45,SHASTA,Residential,R,608.0540436
1994,45,SHASTA,Streetlighting,NR,5.719636703
1994,45,SHASTA,"Transportation, Communications, & Utilities",NR,56.30012067
1994,46,SIERRA,Agriculture and Water Pumping,NR,0.852904946
1994,46,SIERRA,Commercial,NR,4.521409775
1994,46,SIERRA,Industrial,NR,1.720417901
1994,46,SIERRA,Mining,NR,0.832086344
1994,46,SIERRA,Residential,R,13.41854406
1994,46,SIERRA,Streetlighting,NR,5.55E-02
1994,46,SIERRA,"Transportation, Communications, & Utilities",NR,0.664838056
1994,47,SISKIYOU,Agriculture and Water Pumping,NR,40.64434552
1994,47,SISKIYOU,Commercial,NR,104.7539408
1994,47,SISKIYOU,Industrial,NR,69.50651812
1994,47,SISKIYOU,Mining,NR,2.160043
1994,47,SISKIYOU,Residential,R,219.4330997
1994,47,SISKIYOU,Streetlighting,NR,1.383262304
1994,47,SISKIYOU,"Transportation, Communications, & Utilities",NR,9.524899568
1994,48,SOLANO,Agriculture and Water Pumping,NR,82.3442972
1994,48,SOLANO,Commercial,NR,594.3125579
1994,48,SOLANO,Industrial,NR,771.9429882
1994,48,SOLANO,Mining,NR,6.455217772
1994,48,SOLANO,Residential,R,778.8843354
1994,48,SOLANO,Streetlighting,NR,18.62802832
1994,48,SOLANO,"Transportation, Communications, & Utilities",NR,305.3564257
1994,49,SONOMA,Agriculture and Water Pumping,NR,92.22019141
1994,49,SONOMA,Commercial,NR,791.8700903
1994,49,SONOMA,Industrial,NR,305.8564779
1994,49,SONOMA,Mining,NR,12.57751999
1994,49,SONOMA,Residential,R,1024.717927
1994,49,SONOMA,Streetlighting,NR,20.07103165
1994,49,SONOMA,"Transportation, Communications, & Utilities",NR,75.37272661
1994,50,STANISLAUS,Agriculture and Water Pumping,NR,432.661844
1994,50,STANISLAUS,Commercial,NR,856.4911815
1994,50,STANISLAUS,Industrial,NR,835.1777793
1994,50,STANISLAUS,Mining,NR,13.94308434
1994,50,STANISLAUS,Residential,R,1255.78003
1994,50,STANISLAUS,Streetlighting,NR,20.01537723
1994,50,STANISLAUS,"Transportation, Communications, & Utilities",NR,125.0328284
1994,51,SUTTER,Agriculture and Water Pumping,NR,67.41184699
1994,51,SUTTER,Commercial,NR,145.2244841
1994,51,SUTTER,Industrial,NR,39.19416852
1994,51,SUTTER,Mining,NR,0.851761346
1994,51,SUTTER,Residential,R,203.671153
1994,51,SUTTER,Streetlighting,NR,0.575336196
1994,51,SUTTER,"Transportation, Communications, & Utilities",NR,15.83083574
1994,52,TEHAMA,Agriculture and Water Pumping,NR,30.59059427
1994,52,TEHAMA,Commercial,NR,85.14283218
1994,52,TEHAMA,Industrial,NR,126.7735199
1994,52,TEHAMA,Mining,NR,0.835416188
1994,52,TEHAMA,Residential,R,176.9489909
1994,52,TEHAMA,Streetlighting,NR,1.052910603
1994,52,TEHAMA,"Transportation, Communications, & Utilities",NR,9.04859988
1994,53,TRINITY,Agriculture and Water Pumping,NR,0.50604419
1994,53,TRINITY,Commercial,NR,1.531348887
1994,53,TRINITY,Industrial,NR,0.891443854
1994,53,TRINITY,Mining,NR,2.31E-02
1994,53,TRINITY,Residential,R,7.025786947
1994,53,TRINITY,Streetlighting,NR,8.35E-03
1994,53,TRINITY,"Transportation, Communications, & Utilities",NR,0.125949404
1994,54,TULARE,Agriculture and Water Pumping,NR,635.6132894
1994,54,TULARE,Commercial,NR,638.8525432
1994,54,TULARE,Industrial,NR,404.8748582
1994,54,TULARE,Mining,NR,19.36277401
1994,54,TULARE,Residential,R,834.7055474
1994,54,TULARE,Streetlighting,NR,9.88727578
1994,54,TULARE,"Transportation, Communications, & Utilities",NR,38.60011573
1994,55,TUOLUMNE,Agriculture and Water Pumping,NR,2.899009568
1994,55,TUOLUMNE,Commercial,NR,111.7292032
1994,55,TUOLUMNE,Industrial,NR,88.8019141
1994,55,TUOLUMNE,Mining,NR,28.97643147
1994,55,TUOLUMNE,Residential,R,185.0585029
1994,55,TUOLUMNE,Streetlighting,NR,0.697080868
1994,55,TUOLUMNE,"Transportation, Communications, & Utilities",NR,6.016393856
1994,56,VENTURA,Agriculture and Water Pumping,NR,247.2249759
1994,56,VENTURA,Commercial,NR,1339.354231
1994,56,VENTURA,Industrial,NR,810.5378434
1994,56,VENTURA,Mining,NR,416.6489419
1994,56,VENTURA,Residential,R,1395.507016
1994,56,VENTURA,Streetlighting,NR,33.16127099
1994,56,VENTURA,"Transportation, Communications, & Utilities",NR,284.5699037
1994,57,YOLO,Agriculture and Water Pumping,NR,92.15027915
1994,57,YOLO,Commercial,NR,505.5867746
1994,57,YOLO,Industrial,NR,187.3633949
1994,57,YOLO,Mining,NR,3.559911217
1994,57,YOLO,Residential,R,362.160463
1994,57,YOLO,Streetlighting,NR,6.172857805
1994,57,YOLO,"Transportation, Communications, & Utilities",NR,62.55803975
1994,58,YUBA,Agriculture and Water Pumping,NR,30.62620659
1994,58,YUBA,Commercial,NR,88.29492192
1994,58,YUBA,Industrial,NR,29.78276
1994,58,YUBA,Mining,NR,9.962111477
1994,58,YUBA,Residential,R,141.8662048
1994,58,YUBA,Streetlighting,NR,1.949156426
1994,58,YUBA,"Transportation, Communications, & Utilities",NR,142.9156836
1995,1,ALAMEDA,Agriculture and Water Pumping,NR,721.9441018
1995,1,ALAMEDA,Commercial,NR,3768.906112
1995,1,ALAMEDA,Industrial,NR,2000.202571
1995,1,ALAMEDA,Mining,NR,71.26964113
1995,1,ALAMEDA,Residential,R,2548.457958
1995,1,ALAMEDA,Streetlighting,NR,77.42488266
1995,1,ALAMEDA,"Transportation, Communications, & Utilities",NR,670.1836294
1995,2,ALPINE,Agriculture and Water Pumping,NR,0.267244069
1995,2,ALPINE,Commercial,NR,3.623633224
1995,2,ALPINE,Mining,NR,1.59E-02
1995,2,ALPINE,Residential,R,6.231561478
1995,2,ALPINE,Streetlighting,NR,8.77E-03
1995,2,ALPINE,"Transportation, Communications, & Utilities",NR,0.381111832
1995,3,AMADOR,Agriculture and Water Pumping,NR,4.824918064
1995,3,AMADOR,Commercial,NR,159.3289969
1995,3,AMADOR,Industrial,NR,64.98418956
1995,3,AMADOR,Mining,NR,14.18174647
1995,3,AMADOR,Residential,R,110.7447241
1995,3,AMADOR,Streetlighting,NR,0.676335989
1995,3,AMADOR,"Transportation, Communications, & Utilities",NR,6.571199554
1995,5,CALAVERAS,Agriculture and Water Pumping,NR,9.00485778
1995,5,CALAVERAS,Commercial,NR,41.75012403
1995,5,CALAVERAS,Industrial,NR,3.985716929
1995,5,CALAVERAS,Mining,NR,1.749385077
1995,5,CALAVERAS,Residential,R,148.5851147
1995,5,CALAVERAS,Streetlighting,NR,0.28730777
1995,5,CALAVERAS,"Transportation, Communications, & Utilities",NR,8.368322714
1995,6,COLUSA,Agriculture and Water Pumping,NR,41.9266704
1995,6,COLUSA,Commercial,NR,43.93308321
1995,6,COLUSA,Industrial,NR,51.55616286
1995,6,COLUSA,Mining,NR,8.76E-02
1995,6,COLUSA,Residential,R,50.55711328
1995,6,COLUSA,Streetlighting,NR,0.63652499
1995,6,COLUSA,"Transportation, Communications, & Utilities",NR,5.875954445
1995,7,CONTRA COSTA,Agriculture and Water Pumping,NR,141.3072619
