"","system.index","DNB_BRDF_Corrected_NTL","DNB_Lunar_Irradiance","Gap_Filled_DNB_BRDF_Corrected_NTL","Latest_High_Quality_Retrieval","Mandatory_Quality_Flag","QF_Cloud_Mask","Snow_Flag","date",".geo","Cloud_Quality","source"
"1","2019_01_07",0.394738421469482,0.5,1.30294239069049,1.83414530093469,0.00260793325047451,386.423472143944,0.00412767738513439,2019-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"2","2019_01_08",NA,0.5,1.20784182718384,2.82761979126913,NA,732.9818910874,0.0116077101170915,2019-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"3","2019_01_09",NA,0.5,1.20784182718384,3.82761979126913,NA,733.562394463693,0.0113659651163544,2019-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"4","2019_01_10",1.15656257620719,0.5,1.03412584740951,0.574193238441869,0,229.134132608667,0.0113659651163544,2019-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"5","2019_01_11",0.218115958761662,0.5,1.18390696647946,1.57229923350087,0,801.791400608914,0.0116585871695342,2019-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"6","2019_01_13",1.14398784137278,0.5,1.1439666988661,0,0,135.378021397751,0.0117641333528626,2019-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"7","2019_01_14",1.50746668647029,0.5,1.50556742634944,0.00130971351103239,0,138.007935556155,0.0224984014019314,2019-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"8","2019_01_15",0.406756995279324,0.511880265755178,1.23766683225527,0.824098633799267,0.0123854140065692,415.356055151357,0.0193911091244834,2019-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"9","2019_01_16",NA,31,1.20585261531199,1.82187627639395,NA,524.568053982766,0.0208019203085235,2019-01-16,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"10","2019_01_17",1.60518664619685,43.7,0.842262475006931,1.74432653713875,0.0265157141205527,550.131664755618,0.0335439358898579,2019-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"11","2019_01_18",NA,60.7,1.20585261531199,2.7145838438814,NA,775.418715139543,0.0290471628696112,2019-01-18,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"12","2019_01_19",NA,84.2,1.20585261531199,3.7145838438814,NA,767.189827180766,0.0281226857458774,2019-01-19,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"13","2019_01_20",NA,121.7,1.20585261531199,4.71458384388141,NA,759.554597634407,0.0215006107616342,2019-01-20,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"14","2019_01_21",NA,164.1,1.20585261531199,5.71458384388141,NA,496.790311492385,0.0205069282063169,2019-01-21,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"15","2019_01_23",1.00453489506905,73.3175310314717,0.910146855915937,0.186392189708837,0.0409468112021131,177.686670038457,0.0324236927165076,2019-01-23,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"16","2019_01_24",0.975321314919925,51.1998549529756,0.989187889847462,0.0130079350821451,0.00843695576261223,126.2623900238,0.0170581908657363,2019-01-24,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"17","2019_01_25",1.08108583904681,34.7817641791644,1.07926018787172,0.0184915965171656,0.00867734613363153,108.633142165179,0.00885039507927262,2019-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"18","2019_01_26",0.950751173381721,23.419775989296,0.976125754092162,0.0105446641269221,0.00966293772466091,83.2674507104859,0.00517681908767966,2019-01-26,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"19","2019_01_27",0.373118902054513,15.5,1.24710357719939,0.779711685115918,0.00696294687132392,351.691501778406,0,2019-01-27,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"20","2019_01_28",0.605431188526177,9.9,1.01162386169088,0.143742999467687,0.0105814468279094,107.523873266843,0.0118001580980704,2019-01-28,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"21","2019_01_29",NA,0.5,1.20585261531199,1.12503730852176,NA,753.196152683615,0.00561764820667081,2019-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"22","2019_01_30",0.0301480444715075,0.5,1.20558832550821,2.11391703848786,0,710.442424635997,0,2019-01-30,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"23","2019_01_31",0.897922363662456,0.5,0.897922363662456,0,0,87.7614416091814,0,2019-01-31,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"24","2019_02_01",NA,0.5,1.1413008879906,1,NA,768.038916837034,0,2019-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"25","2019_02_02",NA,0.5,1.1413008879906,2,NA,360.23352219464,0.00532218209465882,2019-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"26","2019_02_03",0.333801207545372,0.5,1.15941439494726,2.80173828875826,0,411.71241951511,0.0855775722576599,2019-02-03,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"27","2019_02_04",NA,0.5,1.14196995589793,3.80173828875824,NA,344.988923180865,0.0864179916425753,2019-02-04,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"28","2019_02_06",0.186181437288672,0.5,1.14318180178312,4.37236614476609,0,780.042500035157,0.142802880020376,2019-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"29","2019_02_07",0.964067302111555,0.5,0.962679610758168,0.0057835516385492,0,274.476274624217,0.154466365291233,2019-02-07,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"30","2019_02_08",1.24133239820466,0.5,0.933754520830625,0.391424815013724,0.00169640070824665,568.790548813295,0.164495622756453,2019-02-08,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"31","2019_02_09",0.176477031864776,0.5,1.08526994362322,1.3805055251373,0,519.490183493936,0.214537627925372,2019-02-09,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"32","2019_02_10",1.86202855457411,0.5,1.36583305882941,0.652009967478188,0.000254060722691632,322.999344128433,0.15781413854327,2019-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"33","2019_02_13",NA,0.5,1.11265205792712,3.34612338190829,NA,701.48818664863,0.211403791098823,2019-02-13,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"34","2019_02_14",NA,25.8,1.11265205792712,4.34612338190829,NA,508.726238322967,0.205401404933463,2019-02-14,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"35","2019_02_15",0.451616108979966,37.3604251109368,1.11265619274626,5.29790078437564,0.0164357073799549,282.397185140172,0.196358561873211,2019-02-15,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"36","2019_02_16",NA,53.5,1.11265205792712,6.29709496770652,NA,520.136449094587,0.190936047703083,2019-02-16,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"37","2019_02_17",NA,74.5,1.11265205792712,7.29709496770651,NA,280.244341942457,0.191833980277716,2019-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"38","2019_02_21",1.14308858252914,82.3000086270094,0.944697304718109,0.310423333417076,0.0233842455343049,341.720259321285,0.134349389151464,2019-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"39","2019_02_22",0.844019762294904,57.8,0.859713871931157,0.0155062827629653,0.00883078011853502,242.007130687506,0.127141122041251,2019-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"40","2019_02_23",0.86055720796238,40.3,0.882743247110383,0.0132738545829559,0.00934191421868786,203.641672603639,0.128138754678279,2019-02-23,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"41","2019_02_24",0.083177641539249,27.7,1.10964725819038,0.953909340568619,0.0016077829303893,676.535057212194,0.120230217082271,2019-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"42","2019_02_25",NA,18.9,1.11265205792712,1.95382875890171,NA,815.686804657242,0.12295371942064,2019-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"43","2019_02_26",NA,12.3,1.11265205792712,2.95382875890172,NA,813.589190553998,0.116095903559861,2019-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"44","2019_02_27",NA,7.9,1.11265205792712,3.95382875890171,NA,401.431733028829,0.104775127378285,2019-02-27,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"45","2019_03_01",NA,0.5,1.11418707090096,5.41683964074483,NA,265.224154338857,0.102100132043332,2019-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"46","2019_03_02",NA,0.5,1.11418707090096,6.41683964074482,NA,309.144402189104,0.0880316790233124,2019-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"47","2019_03_03",0.148475022986531,0.5,1.11422703837595,7.41200474073007,0,558.823266550093,0.00104692965678688,2019-03-03,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"48","2019_03_04",1.38335947475851,0.5,0.814795318090242,4.43296750836589,0.000291108721598126,892.322509951443,0.00136925632443633,2019-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"49","2019_03_05",NA,0.5,1.04963264445182,5.43167203956783,NA,754.293469898718,0.00874800896131339,2019-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"50","2019_03_06",NA,0.5,1.04963264445182,6.43167203956783,NA,601.773627453259,0.0342751750162704,2019-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"51","2019_03_07",1.18167165838876,0.5,0.66491550486128,4.17816369549422,0.0146591124954021,148.899839358077,0.0383309609142575,2019-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"52","2019_03_08",1.20771660012595,0.5,1.16782105058084,2.43943632017972,0.000290759658066642,617.281205843026,0.0384654216957133,2019-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"53","2019_03_09",0.417559676389853,0.5,0.98833439158446,3.32262118574185,0,713.039685838942,0.0373775691923964,2019-03-09,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"54","2019_03_10",0.39181660463322,0.5,0.97193288200284,4.30734843180966,0,311.306167515381,0.03818338586152,2019-03-10,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"55","2019_03_11",0.965794173940272,0.5,0.965120914708729,0.00894456502727217,0,118.917945584623,0.0394793286693929,2019-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"56","2019_03_12",1.18359743337081,0.5,1.05585573168868,0.11760815284225,0,210.642890966842,0.0686645863956343,2019-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"57","2019_03_13",1.17290049446103,0.5,1.17290049446103,0,0,190.644959229627,0.0766336392434615,2019-03-13,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"58","2019_03_14",1.33887908316597,0.514698380450697,1.33887908316597,0,0,210.201261403293,0.0278188454606372,2019-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"59","2019_03_15",1.06671695809868,0.5,1.06671695809868,0,0,336.938494225691,0.0202334245486202,2019-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"60","2019_03_16",0.872885059727285,32.6,0.869590242432263,0.00997742924023364,0.00833928144679223,339.040342487777,0.232219542312077,2019-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"61","2019_03_17",1.09863294066111,46.3,0.869606036440373,0.23989312662299,0.00899178175354153,244.41457832496,0.0364742529805333,2019-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"62","2019_03_18",0.959709751183958,64.2008622867379,0.925862964708326,0.0124206330082944,0.00916575471820557,193.947898754697,0.0389465293408027,2019-03-18,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"63","2019_03_19",NA,88.1689944024176,1.04601540101148,1.00254559065809,NA,800.058543371029,0.0866545225354533,2019-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"64","2019_03_20",NA,124.6,1.04601540101148,2.00254559065809,NA,789.167920975615,0.0781760671501252,2019-03-20,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"65","2019_03_21",0.788134074275151,136.1,0.736366665299172,0.475568823616686,0.0156218326101021,245.206839076673,0.0552167702141087,2019-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"66","2019_03_22",0.900011985770248,91.9,0.861218708964586,0.143546443401728,0.0136701022757429,251.329630368734,0.0662502964536325,2019-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"67","2019_03_23",NA,65.6,1.04601540101148,1.1289004884355,NA,774.010685761046,0.0663221879407799,2019-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"68","2019_03_24",0.910207496376713,46.3965647561449,0.895288523094868,0.0137605046497992,0.00640880938605561,79.6743154468897,0.0306099731979056,2019-03-24,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"69","2019_03_25",NA,32.2,1.04601540101148,1.00094896763034,NA,897.776839659706,0.0497433789915379,2019-03-25,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"70","2019_03_26",NA,NA,NA,NA,NA,NA,NA,2019-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}",NA,"Buffer"
"71","2019_03_27",NA,15.5,1.04601540101148,3.00094896763036,NA,789.20507007208,0.0129946628075949,2019-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"72","2019_03_28",0.167617369980579,0.5,1.04734847313237,3.95310241787661,0,782.316168016253,0.0123168287859203,2019-03-28,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"73","2019_03_29",NA,NA,NA,NA,NA,NA,NA,2019-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}",NA,"Buffer"
"74","2019_03_30",1.32834642178731,0.5,1.32834642178731,0,0,107.486554474866,0.00648935223874042,2019-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"75","2019_03_31",0.201160693471204,0.5,1.09013838834988,0.958389839252215,0,577.564724695898,0.0103852388290504,2019-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"76","2019_04_01",0.239149785711076,0.5,1.09362376454256,1.85283338571142,0,731.748849696706,0.0157036288452663,2019-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"77","2019_04_02",NA,0.5,1.08474487086532,2.85283338571143,NA,482.169778936047,0.016131817702781,2019-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"78","2019_04_03",1.08481167068018,0.5,0.719647754172421,2.33729921537157,0.00498750440734479,644.394133149039,0.0203320185881365,2019-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"79","2019_04_04",NA,0.5,0.931570547168325,3.32936934733432,NA,691.484094363978,0.0148907020290622,2019-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"80","2019_04_05",0.311843538604557,0.5,0.933880956965611,4.29783821508133,0,751.657354112028,0.0141337083698914,2019-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"81","2019_04_06",NA,0.5,0.931605889275802,5.29783821508134,NA,765.055143930708,0.0133604403740696,2019-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"82","2019_04_07",NA,0.5,0.931605889275802,6.29783821508134,NA,764.764805656771,0.00459663108591065,2019-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"83","2019_04_08",NA,0.5,0.931605889275802,7.29783821508133,NA,763.862786801609,0.00439170084672372,2019-04-08,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"84","2019_04_09",1.50828833918083,0.5,1.45713791649189,0.365805059043452,0,60.6681771779132,0.00141017917096633,2019-04-09,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"85","2019_04_10",1.28233015661624,0.5,1.28233015661624,0,0,102.679437540143,0.0036926932201609,2019-04-10,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"86","2019_04_11",NA,0.5,1.07140230480071,1,NA,724.642703258961,0.00552553230116119,2019-04-11,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"87","2019_04_12",0.997065374653682,0.5,0.996704500724219,0.000966980002948343,0,125.671364261841,0.0126781822608783,2019-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"88","2019_04_13",0.998318722765279,19.4,0.979778645187902,0.0167031575215165,0.0167031575215165,138.039130457453,0.0698627251803332,2019-04-13,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"89","2019_04_14",0.255852437351865,28.469800171674,1.05299263136938,0.986123520951154,0,791.961033865948,0.0313562226348215,2019-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"90","2019_04_15",0.838656033562097,41.1297959245697,0.8116367462363,0.341609702538307,0.0145257107747221,287.472076951384,0.0191572642871691,2019-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"91","2019_04_16",NA,NA,NA,NA,NA,NA,NA,2019-04-16,"{""type"":""MultiPoint"",""coordinates"":[]}",NA,"Buffer"
"92","2019_04_17",0.823650975935152,76.6,0.854188271706861,0.0119488391736872,0.0071312134083343,100.497349100164,0.0107450122713239,2019-04-17,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"93","2019_04_18",0.782770308099953,102.5,0.776689190461316,0.00901977458305704,0.00725750470386499,70.4572582988454,0.00269853782195339,2019-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"94","2019_04_19",0.834773278991563,140.1,0.842673277562655,0.0107225758072032,0.0101625987345476,92.1501640942948,0.00203065800619152,2019-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"95","2019_04_20",0.351587574002182,101.86210508536,1.00477646118377,0.785333477852673,0.00503078019107466,584.952413846932,0.00120871679149367,2019-04-20,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"96","2019_04_21",0.759338615277187,72.1010951290407,0.775635346320706,0.0146621296863056,0.00596143894531335,101.015664653613,0.00153104126922531,2019-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"97","2019_04_22",0.82400112988412,52.1737946407412,0.848685284908878,0.00906758796693203,0.00674432212905199,97.5163565452251,0.00249927871997998,2019-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"98","2019_04_23",0.818605342403805,37.7,0.853076565286689,0.0147777872930211,0.00743334526793174,70.5592598292373,0.00500092747288445,2019-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"99","2019_04_24",0.995428306860793,27.0955980588362,0.910977629005925,0.0889332734610349,0.00734476161625377,86.1858311215659,0.00177547066483847,2019-04-24,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"100","2019_04_25",1.30584976133024,19.299905957086,1.23702848287159,0.0315089557224129,0.0177987754580898,106.37602436773,0.0249844130834665,2019-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"101","2019_04_26",1.12784147941139,13.0381238756112,1.09797903505313,0.0149495356789496,0.0146844725206185,78.2537341448745,0.0153898877963213,2019-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"102","2019_04_27",1.01384539837993,9.1,1.00162494566235,0.0139650240021134,0.0135302902203715,72.5353515691037,0.0198817321970237,2019-04-27,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"103","2019_04_28",0.93503602292289,0.5,0.951174753479099,0.000161162238865822,0.000161162238865822,60.1592033276525,0,2019-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"104","2019_04_29",1.07329732347466,0.5,1.06828577067894,0.00492508641930053,0,71.1752667788058,0,2019-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"105","2019_04_30",1.58263155981353,0.5,1.31362600267175,0.179680124505749,0,439.061793246195,0.000755250611271088,2019-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"106","2019_05_01",NA,NA,NA,NA,NA,NA,NA,2019-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}",NA,"Buffer"
"107","2019_05_02",NA,NA,NA,NA,NA,NA,NA,2019-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}",NA,"Buffer"
"108","2019_05_03",0.927492548883825,0.5,0.941399667936036,0.000466264477346119,0.000161211424832407,65.9619748757548,0,2019-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"109","2019_05_04",0.888517927559089,0.5,0.888517927559089,0,0,55.1211102952877,0,2019-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"110","2019_05_05",1.25565779425435,0.5,1.25565779425435,0,0,59.3132924402584,0,2019-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"111","2019_05_06",1.39631943775726,0.5,1.3546073065308,0.0353727469870952,0,87.7655834824479,0,2019-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"112","2019_05_07",1.27969554409035,0.5,1.27650604980365,0.00260071612914846,0,65.0359094748542,0,2019-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"113","2019_05_08",1.12636428997837,0.5,1.12606257750352,0.000322324477731644,0,61.5597237236819,0,2019-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"114","2019_05_09",1.15535042629144,0.5,1.1046203637848,0.047880195151671,0,87.3029628887604,0,2019-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"115","2019_05_10",1.31179806728969,0.5,1.31187092945954,0.00273975806071898,0,52.6068791627653,0,2019-05-10,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"116","2019_05_11",1.48541366942864,0.5,1.48541366942864,0,0,51.3755472011017,0,2019-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"117","2019_05_12",1.21428058894759,0.5,1.21428058894759,0,0,54.1570112051996,0,2019-05-12,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"118","2019_05_13",1.0775159602036,0.5,1.0775159602036,0,0,55.3655210138179,0,2019-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"119","2019_05_14",NA,36.6,1.08962407007769,1,NA,756.476606744324,0.00143276413033603,2019-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"120","2019_05_15",NA,49.6,1.08962389965017,2,NA,718.457791135633,0.00215799397885235,2019-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"121","2019_05_18",0.191467508622855,120.2,1.0510797229123,3.06609263415886,0.00473134356003919,469.108098781707,0.000322324477731644,2019-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"122","2019_05_20",NA,NA,NA,NA,NA,NA,NA,2019-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}",NA,"Buffer"
"123","2019_05_23",NA,NA,NA,NA,NA,NA,NA,2019-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}",NA,"Buffer"
"124","2019_05_24",0.923888735346849,23.4,0.894410183012195,0.0605802535808827,0.00767325527439562,65.8075520625133,0.0133905280212153,2019-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"125","2019_05_25",0.642952812707673,16.9,1.12583791257327,0.821779528161205,0.029617760338915,445.135623712084,0.00147747852513167,2019-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"126","2019_05_26",NA,12,1.08962389965017,1.81491607081406,NA,269.212451015369,0,2019-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"127","2019_05_27",0.364886280173831,0.5,1.09654577901985,2.73950351918288,0,647.85313569576,0,2019-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"128","2019_05_28",1.5488355738687,5.3,1.17915094771574,0.866777921278882,0.020377618226097,504.389698825697,0.00269567544832333,2019-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}","Confident Clear","Buffer"
"129","2019_05_29",1.07156788859179,0.5,1.02694096454586,0.200979235022409,0,77.9866235257197,0,2019-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"130","2019_05_30",0.525720166307359,0.5,1.05589151436444,0.81499409466703,0.000419153851654055,367.541679168593,0,2019-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}","Cloudy","Buffer"
"131","2019_05_31",1.02686108722396,0.5,0.970207521755447,0.130383925016275,0,94.9399981671206,0.000161166975306691,2019-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"132","2019_06_03",0.71468886182492,0.5,0.979826481216432,0.033774620661803,0,74.0129562680136,0,2019-06-03,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"133","2019_06_04",1.0005080736317,0.5,1.0005080736317,0,0,53.3358526997047,0,2019-06-04,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Clear","Buffer"
"134","2019_06_05",1.01680852316085,0.5,1.01680852316085,0,0,50.1840169762546,0,2019-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"135","2019_06_06",1.25900231694158,0.5,1.25888694959058,0.000682747549313934,0.00136549509862787,50.191225880256,0,2019-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
"136","2019_06_07",NA,NA,NA,NA,NA,NA,NA,2019-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}",NA,"Buffer"
"137","2019_06_08",NA,NA,NA,NA,NA,NA,NA,2019-06-08,"{""type"":""MultiPoint"",""coordinates"":[]}",NA,"Buffer"
"138","2019_06_09",0.974877226648277,0.5,0.974877226648277,0,0,50.162271443108,0,2019-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}","Probably Cloudy","Buffer"
