system:index,DNB_BRDF_Corrected_NTL,DNB_Lunar_Irradiance,Gap_Filled_DNB_BRDF_Corrected_NTL,Latest_High_Quality_Retrieval,Mandatory_Quality_Flag,QF_Cloud_Mask,Snow_Flag,date,.geo
2018_05_01,0.5909317071249054,82.10000000000001,0.9270145576107329,0.6490164521365525,0.009565009283217081,422.51256386053666,3.223244777316444E-4,2018-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_02,0.80187932523832,61.6995341463021,0.8039539256878357,0.011660877992917073,0.006219243058540361,60.22442821375661,0.0,2018-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_03,1.01045603373771,46.406564548793554,0.9821833701815,0.008728673258728902,0.007743017757887798,51.444493986910466,0.0,2018-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_04,0.1262462436024054,34.92338563626057,0.9876339059683734,0.37756236109631997,0.0052805996621728205,235.94163556920086,0.0,2018-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_05,1.3431640747345959,26.05347876592338,0.8498179459126544,0.5468282165375835,0.009920045155011093,164.62179520197932,0.0,2018-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_06,0.4369980077026803,19.3,1.128928216534825,0.6395821410751042,0.009842382138766549,346.6257411487956,0.0,2018-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_07,1.2233901868250174,14.0,1.042424803006344,0.2458536273985914,0.018276859280279573,122.99518472510645,0.0,2018-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_08,1.3776039538485587,0.5067146192794912,1.3774722313108694,1.3351185474668606E-4,1.3351185474668606E-4,50.30404235975651,0.0,2018-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_09,1.5207797231083182,6.296590549633001,1.328190517266731,0.13268882131310555,0.029825791460534826,114.13256036552846,0.0,2018-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_10,0.6666351720018747,0.5,1.3128376260871855,0.0403148920544804,0.0,70.00585082127941,0.0,2018-05-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_11,0.30302740927088434,0.5,1.1188536388425778,0.7971057473930422,0.0,511.1819989363276,0.0,2018-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_12,1.188991415116714,0.5,1.188991415116714,0.0,0.0,50.29572070015199,0.0,2018-05-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_13,1.4425042128204468,0.5,1.442291652440688,4.561523368682635E-4,9.12304673736527E-4,50.29212931026046,0.0,2018-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_14,1.6232627174578118,0.5,1.4143943696562935,0.14075356934858516,0.0,320.0817636078593,0.0,2018-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_15,1.0920623024043137,0.5,1.2294273176673733,0.11745030757706267,0.0,128.79019330593889,0.0,2018-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_16,0.720866895081758,0.5,1.102886853504821,1.0076612104295348,0.02996366632490914,924.6669933098706,0.0,2018-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_17,1.3897482444858247,0.5,1.0963309309208817,1.9956331353355157,0.120668235909507,1379.0760872210003,0.0,2018-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_18,1.3928241528356107,0.5,1.3920896269840763,0.0033844070161822663,0.0019339468663898665,50.36609487779013,0.0,2018-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_19,1.491581099139551,0.5,1.491581099139551,0.0,0.0,51.12936840518589,0.0,2018-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_20,2.1720191677815115,0.5,1.2491666472954615,0.4821974186865399,4.666460895057702E-4,270.6887628522926,0.0,2018-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_21,1.0369037749312264,0.5,1.009419964408572,0.042884955757805356,0.0,61.63832317958555,0.0,2018-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_22,1.0833826018702297,0.5,1.0833826018702297,0.0,0.0,52.049946073850876,0.0,2018-05-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_23,2.2617204992505022,22.65991421111852,1.1548287137777906,0.6214562872707425,0.12141671650631002,344.85858203142146,0.0016116223886582222,2018-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_24,1.2020079472376344,31.48626091913664,1.0963263472985219,0.0278072802987379,0.01785945960331285,53.02443661947359,0.002793162802617652,2018-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_25,0.16461486749520565,42.1,1.042597585332024,0.6845786381664403,0.009817231149301211,767.4209930564358,0.0,2018-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_05_26,,54.0,1.0763602029234294,1.681409114135411,,469.76469428313135,0.0,2018-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
