system:index,DNB_BRDF_Corrected_NTL,DNB_Lunar_Irradiance,Gap_Filled_DNB_BRDF_Corrected_NTL,Latest_High_Quality_Retrieval,Mandatory_Quality_Flag,QF_Cloud_Mask,Snow_Flag,date,.geo
2024_11_01,6.214091768578096,0.5,6.214091768578096,0.0,0.0,50.163140181933265,0.0,2024-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_02,2.8631038393093347,0.5,5.843163549296282,0.9915031155243078,0.0,704.0321881976606,0.0,2024-11-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_06,,,,,,,,2024-11-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_07,5.673620729253201,0.5,5.673620729253201,0.0,0.0,50.17140381859982,0.0,2024-11-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_08,4.589443031530268,0.5,4.589443031530268,0.0,0.0,50.22311818999697,0.0,2024-11-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_09,5.275843028321363,0.5,5.275843028321363,0.0,0.0,50.27856452634032,0.0,2024-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_10,5.229257048371989,0.5,5.229257048371989,0.0,0.0,50.25483989203956,0.0,2024-11-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_11,5.599519707459385,34.6,5.542095618496086,0.01706041118256639,0.03408750124954183,50.29935690246908,0.0,2024-11-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_12,7.3245483215903935,40.8258072040252,6.500646139417831,0.2543733964213122,0.23326387955370342,50.318549865049455,0.0,2024-11-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_13,4.800528949228821,68.9,4.94709274651729,0.02015927493252474,0.025557295658258636,50.4049181966612,0.0,2024-11-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_14,4.305889269717828,93.4942321148912,4.478141835671836,0.05234747259338242,0.04941521442137882,50.276165406017775,0.0,2024-11-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_15,6.246732381046906,131.8,5.755496002024921,0.77201692712672,0.03146889702038682,1332.2772983239488,0.0,2024-11-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_16,4.354054488309385,130.5,4.649391217869691,0.1521442137882776,0.05951151244543667,50.179934024191105,0.0,2024-11-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_17,6.835087110559991,88.80000000000001,6.301625981706954,0.08603512045583285,0.11864812220209822,50.27323314784577,0.0,2024-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_18,4.869476426920356,62.501252873946214,4.926448233347413,0.01699376895138449,0.008496884475692246,50.19033021225546,0.0,2024-11-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_19,4.579535209776293,44.300000000000004,4.736656745432426,0.008496884475692246,0.008496884475692246,50.303622005264714,0.0,2024-11-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_20,6.200694967949189,31.3,5.846414531102671,0.059844723601346184,0.038507781711308524,50.263903235480306,0.0,2024-11-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_21,3.092843338544485,21.900000000000002,5.645522800479288,0.5727566558928392,0.04619740059194442,213.5259071673719,0.0,2024-11-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_22,5.951950051478576,15.100000000000001,5.771152942120494,0.2199860051314517,0.10119622804971509,50.2193862250508,0.0,2024-11-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_23,4.969528447917947,9.90232581386824,5.043669716261061,0.004465029489187298,0.016427309986338342,50.25244077171701,0.0,2024-11-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_24,1.7465661130803551,6.4,5.674297193538533,0.9776415314384725,0.0,2017.7667521908631,0.0,2024-11-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_25,11.104366366034007,4.0,5.588643331939783,1.5571290526806834,0.034353529044347283,577.2101562760321,0.0,2024-11-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_26,5.183882178197348,0.5,5.218441327514875,0.029722435107127385,0.008496884475692246,50.181000299890016,0.0,2024-11-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_27,5.708458024102288,0.5,5.841406892210406,1.0211589084002533,1.0,721.0763386758186,0.0,2024-11-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_28,4.354208206214087,0.5,5.883940305396356,0.1283862583719303,0.0,143.84878877744825,0.0,2024-11-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_29,,0.5,5.850613331068625,1.12838625837193,,719.1010629435871,0.0,2024-11-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_30,5.916211168898408,0.5,5.791365333619701,0.1326180400519809,0.0,80.94971843657328,0.0,2024-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_12_01,,0.5,5.912084826873423,1.1241211555762887,,552.0492486088432,0.0,2024-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_12_02,5.549058984031496,0.5,5.542837879260605,0.001965945819866049,0.0,50.19406217720167,0.0,2024-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_12_03,7.56305967480669,0.5,7.073315454122802,0.5060144613641663,0.3641612120320658,64.05991136583252,0.0,2024-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
